id,Y,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27
4412,1,45909,242,0,41,120528,1000,315517,1,124106,138384,1,121970,599,118888,1,150856,121226,1,119703,1,1,127366,1,54047,,,
4413,1,76464,1049,0,39,119650,1000,315517,1,123227,138223,1,121092,1406,120066,1,121648,120347,1,119703,1,1,128544,1,84602,,,
4414,1,36497,15468,0,35,118751,1000,32020,1,121980,127916,1,120193,15825,118012,1,119757,119100,1,118787,1,1,126490,1,44635,,,
4415,0,35688,8044,0,34,120835,1000,130504,1,124063,128385,1,122277,8401,123727,1,149287,121183,1,118832,1,1,132205,1,43826,,,
4416,1,45899,2601,0,38,119953,1000,305094,1,284889,128752,1,121395,2958,118016,1,122895,282009,1,119623,1,1,126494,1,54037,,,
4417,1,1971,4968,0,43,121217,1000,130723,1,124445,128342,2,122659,5325,119669,1,305588,121565,1,118832,1,1,128147,1,10109,,,
4418,1,47782,122309,0,42,120064,1000,315517,1,123643,138223,1,121506,122666,122415,2,244725,120763,1,119703,1,1,130893,1,55920,,,
4419,1,76188,780,0,43,120528,1000,315517,1,124106,138298,1,121970,1137,119323,1,121648,121226,2,119703,1,1,127801,1,84326,,,
4420,1,75174,13614,0,38,119797,2000,142485,1,123376,137960,1,121239,13971,118575,1,121796,120496,1,119703,2,1,127053,2,83312,,,
4421,1,80452,4319,0,39,121370,1000,130723,1,124598,128342,1,122812,4676,118731,1,310994,121718,1,118832,1,1,127209,1,88590,,,
4422,1,36815,26358,0,36,120064,9000,315517,1,123643,138223,1,121506,26715,118462,1,121648,120763,1,119703,1,1,126940,1,44953,,,
4423,1,112049,7615,0,36,120528,1000,315517,1,124106,138341,1,121970,7972,120864,1,125615,121226,1,119703,1,1,129342,1,120187,,,
4424,1,31832,5103,0,34,123939,1000,130697,1,127168,128299,1,125381,5460,118466,1,301915,124288,1,118832,1,1,126944,1,39970,,,
4425,1,37706,807,1,41,120491,4000,143051,1,124069,138298,1,121933,1164,120864,1,133876,121189,1,119703,1,1,129342,1,45844,,,
4426,1,28754,19899,0,40,118751,1000,32020,1,121980,128006,1,120193,20256,118012,1,124111,119100,1,118877,1,1,126490,1,36892,,,
4427,1,76833,25293,0,46,118779,1000,303218,1,122006,128342,1,120221,25650,121818,1,119777,119126,1,118832,1,1,130296,1,84971,,,
4428,1,4852,5181,0,40,121217,7000,130723,1,124445,128290,1,122659,5538,118668,1,151559,121565,1,119161,1,1,127146,1,12990,,,
4429,1,37496,3804,1,39,120521,6000,333172,1,124099,140863,1,121963,4161,118502,1,283185,121219,1,122606,1,1,126980,1,45634,,,
4430,1,99513,5727,0,40,120528,2000,315517,1,124106,138411,1,121970,6084,120512,1,121648,121226,1,119703,1,1,128990,1,107651,,,
4431,1,41866,24991,0,41,119103,1000,261917,1,277409,128025,1,120545,25348,123266,1,133077,274529,1,92132,1,1,131744,1,50004,,,
4432,0,30895,7048,0,34,120064,2000,315517,1,123643,138050,1,121506,7405,120827,1,121648,120763,1,119703,1,1,129305,1,39033,,,
4433,1,46906,79148,0,38,121671,1000,142929,1,125250,138341,1,123113,79505,120087,1,235375,122370,1,119703,1,1,128565,1,55044,,,
4434,1,76091,55842,0,38,120521,1000,333172,1,124099,138341,1,121963,56199,118998,1,283185,121219,1,119703,1,1,127476,1,84229,,,
4435,1,19276,52142,0,43,120167,2000,143022,1,123744,138594,1,121609,52499,81618,1,174126,120864,1,120337,1,1,90096,1,27414,,,
4436,1,42862,4435,0,43,120634,3000,142996,1,124212,137979,1,122076,4792,118388,1,315183,121332,1,119722,1,1,126866,1,51000,,,
4437,1,3021,86336,0,41,120064,1000,315517,1,123643,138325,1,121506,86693,120525,1,121648,120763,1,119703,1,1,129003,1,11159,,,
4438,1,74443,123347,0,46,120064,1000,315517,1,123643,138384,1,121506,123704,122025,1,121648,120763,1,119703,1,1,130503,1,82581,,,
4439,1,83307,1623,0,41,119270,1000,130697,1,122497,128326,1,120712,1980,129006,1,237151,119617,1,118832,1,1,137484,1,91445,,,
4440,1,17511,310715,0,39,118779,3000,303218,2,122006,128342,1,120221,311072,118927,1,242854,119126,1,118832,1,1,127405,2,25649,,,
4441,1,35923,7303,0,36,120722,2000,130937,1,123950,128224,1,122164,7660,118474,1,312460,121070,1,118832,1,1,126952,1,44061,,,
4442,1,43092,232,1,44,119193,1000,303218,1,122422,128342,1,120635,589,6175,1,119777,119542,1,118832,1,1,14653,1,51230,,,
4443,1,81190,1352,2,47,119193,2000,303218,1,122422,127961,1,120635,1709,118981,1,242854,119542,1,118832,1,1,127459,1,89328,,,
4444,1,1390,565,0,39,118759,15000,130186,1,121986,127926,1,120201,922,117955,1,119784,119106,1,118797,1,1,126433,1,9528,,,
4445,1,74755,3640,0,52,119707,2000,130723,1,122935,128299,1,121149,3997,118529,1,224996,120055,1,118832,1,1,127007,1,82893,,,
4446,1,74579,3260,0,46,119193,1000,303218,1,122422,128342,1,120635,3617,118585,1,119777,119542,1,118832,1,1,127063,1,82717,,,
4447,1,28355,17344,0,46,119132,1000,303218,1,122360,128385,1,120574,17701,118763,1,134586,119480,1,118832,1,1,127241,1,36493,,,
4448,1,18277,4600,1,36,119296,1000,130723,1,122523,128595,1,120738,4957,81547,1,150969,119643,1,119466,1,1,90025,1,26415,,,
4449,1,81524,4157,0,34,121217,5000,130723,2,124445,128299,2,122659,4514,123126,1,189882,121565,1,118832,2,1,131604,1,89662,,,
4450,1,39113,16659,0,34,119441,1000,32020,1,122669,127939,1,120883,17016,118012,1,295245,119789,1,118800,1,1,126490,1,47251,,,
4451,0,76140,19754,0,38,120064,2000,315517,1,123643,137960,1,121506,20111,118494,1,244725,120763,1,119703,2,1,126972,1,84278,,,
4452,1,73344,3215,0,42,119657,1000,303218,1,122885,128385,1,121099,3572,120432,1,148985,120005,1,118832,1,1,128910,1,81482,,,
4453,1,81713,16139,0,39,121995,1000,130911,1,125223,128224,1,123437,16496,119895,1,131584,122343,1,118832,1,1,128373,1,89851,,,
4454,1,35583,788,0,49,119620,1000,130752,1,122848,128299,1,121062,1145,119252,1,132005,119968,1,118832,1,1,127730,1,43721,,,
4455,1,6389,824,0,42,118779,1000,303218,1,122006,128299,1,120221,1181,123790,1,119777,119126,1,118832,1,1,132268,1,14527,,,
4456,1,26738,4740,0,41,119396,4000,130630,1,122624,128342,1,120838,5097,119669,1,313493,119744,1,118832,1,1,128147,1,34876,,,
4457,1,2682,46186,0,38,120528,1000,315517,1,124106,138325,1,121970,46543,4816,1,178228,121226,1,119703,1,1,13294,1,10820,,,
4458,1,43821,18027,0,46,135811,1000,44391,1,139389,138268,1,137253,18384,118952,1,314567,136509,1,120011,1,1,127430,1,51959,,,
4459,1,108199,5677,0,40,119193,1000,303218,1,122422,128299,1,120635,6034,124796,1,119777,119542,1,118832,1,1,133274,1,116337,,,
4460,1,76077,57831,0,42,120849,28000,32092,1,124077,128315,1,122291,58188,125075,1,303012,121197,1,119186,1,1,133553,1,84215,,,
4461,1,30272,5414,2,40,119193,4000,303218,1,122422,128342,1,120635,5771,120064,1,242854,119542,1,118832,1,1,128542,1,38410,,,
4462,1,83248,16940,0,38,118779,1000,303218,1,122006,127961,1,120221,17297,118572,1,242854,119126,1,118832,1,1,127050,1,91386,,,
4463,1,5669,50970,0,44,119657,3000,303218,1,122885,128326,1,121099,51327,119000,1,119777,120005,1,118832,1,1,127478,1,13807,,,
4464,1,4852,4846,0,41,119763,1000,130697,1,122991,128342,1,121205,5203,118466,1,126999,120111,1,118832,1,1,126944,1,12990,,,
4465,1,8447,310734,0,42,120064,1000,315517,1,123643,138341,1,121506,311091,118998,1,121648,120763,1,119703,1,1,127476,1,16585,,,
4466,1,19417,4569,0,42,121217,1000,130723,1,124445,128342,1,122659,4926,118904,1,305588,121565,1,118832,1,1,127382,1,27555,,,
4467,1,76077,41799,0,34,119657,7000,303218,1,122885,128462,1,121099,42156,119285,1,128997,120005,1,119186,2,1,127763,1,84215,,,
4468,1,18921,7543,0,42,119650,1000,315517,1,123227,138444,1,121092,7900,120459,1,121648,120347,1,119703,1,1,128937,1,27059,,,
4469,1,16368,3089,0,37,185147,1000,163576,1,188375,130864,1,186589,3446,139968,1,311887,185495,1,121735,1,1,148446,1,24506,,,
4470,1,2580,125484,0,38,121863,1000,130697,1,125091,127902,1,123305,125841,120242,1,139483,122211,1,118773,1,1,128720,1,10718,,,
4471,1,81697,13459,0,41,119080,2000,282787,1,122308,128299,2,120522,13816,119252,1,207561,119428,3,118832,1,1,127730,1,89835,,,
4472,1,76993,123347,0,36,119650,1000,315517,1,123227,138384,1,121092,123704,122025,1,121648,120347,1,119703,1,1,130503,1,85131,,,
4473,1,22389,2561,0,31,119558,3000,320873,1,122786,128299,1,121000,2918,121476,1,128168,119906,1,118832,1,1,129954,1,30527,,,
4474,1,79270,7442,0,35,119650,1000,320873,1,122878,127953,1,121092,7799,122743,1,308401,119998,1,5981,1,1,131221,1,87408,,,
4475,1,14877,13235,0,44,119003,1000,130430,1,122230,127993,1,120445,13592,118431,1,120000,119350,1,118864,1,2,126909,1,23015,,,
4476,1,26321,53258,0,35,118751,8000,32020,1,121980,127876,1,120193,53615,117949,1,119750,119100,1,118747,1,1,126427,1,34459,,,
4477,1,14877,58722,0,48,118751,1000,32020,1,121980,128010,1,120193,59079,117955,1,119757,119100,1,118787,1,2,126433,1,23015,,,
4478,1,3730,1371,0,55,121693,1000,315517,1,125271,137960,1,123135,1728,119052,1,234572,122391,1,119703,1,1,127530,1,11868,,,
4479,1,41260,94881,0,41,126543,11000,146218,1,130121,137967,1,127985,95238,121759,1,128542,127241,1,119703,1,1,130237,1,49398,,,
4480,0,76211,6089,0,34,119193,4000,303218,1,122422,128412,1,120635,6446,122078,2,119777,119542,1,118832,1,1,130556,1,84349,,,
4481,1,76833,21153,0,36,119193,1000,303218,1,122422,128342,1,120635,21510,123565,1,119777,119542,1,118832,1,1,132043,1,84971,,,
4482,1,17909,59384,0,36,120064,1000,315517,1,123643,138325,1,121506,59741,118462,1,121648,120763,1,119703,1,1,126940,1,26047,,,
4483,1,34247,7047,0,49,121230,1000,130723,1,124458,127961,1,122672,7404,120748,1,151058,121578,1,118832,1,1,129226,1,42385,,,
4484,1,39724,58507,0,43,118759,2000,130186,1,121986,127916,1,120201,58864,117955,1,119784,119106,1,118787,1,1,126433,1,47862,,,
4485,1,27827,7844,0,39,121841,5000,295086,1,125419,138325,1,123283,8201,118660,1,150447,122539,1,119703,2,1,127138,1,35965,,,
4486,1,82676,6259,0,44,119650,2000,315517,1,123227,138050,1,121092,6616,118888,1,121648,120347,1,119703,1,1,127366,1,90814,,,
4487,0,14877,27533,0,44,118751,3000,32020,1,121980,128953,1,120193,27890,117955,1,119757,119100,1,119824,1,1,126433,2,23015,,,
4488,1,30862,5740,0,42,120528,1000,315517,1,124106,138886,1,121970,6097,123861,1,121648,121226,1,120629,1,1,132339,1,39000,,,
4489,1,7719,111954,0,35,119193,1000,303218,1,122422,128299,1,120635,112311,118854,1,119777,119542,1,118832,2,1,127332,1,15857,,,
4490,1,40390,11553,0,35,119630,6000,142485,1,123207,137928,1,121072,11910,118026,1,121655,120327,1,119671,1,1,126504,1,48528,,,
4491,1,46779,58947,0,42,120685,16000,317393,1,264495,138039,1,122127,59304,118087,1,201079,261615,1,119644,1,1,126565,1,54917,,,
4492,1,75030,2367,0,40,119193,1000,303218,1,122422,127961,1,120635,2724,118572,1,119777,119542,1,118832,1,1,127050,1,83168,,,
4493,1,16568,84755,0,42,122355,1000,274216,1,125933,138223,1,123797,85112,121858,1,225025,123053,1,119703,1,1,130336,1,24706,,,
4494,0,53682,50629,0,37,119441,3000,32020,1,122669,127989,1,120883,50986,118012,1,265573,119789,1,118860,1,1,126490,1,61820,,,
4495,1,80120,131459,0,45,120306,2000,130723,1,123534,128342,1,121748,131816,118363,1,135557,120654,1,118832,1,1,126841,1,88258,,,
4496,1,39709,58739,0,41,118759,3000,130186,1,121986,128084,1,120201,59096,118012,1,119784,119106,1,118955,1,1,126490,1,47847,,,
4497,1,75541,3258,0,45,120724,1000,142893,1,124302,139254,1,122166,3615,122103,1,276298,121422,1,119629,1,1,130581,1,83679,,,
4498,1,42127,13892,0,41,119558,3000,320873,1,122786,128445,1,121000,14249,120439,1,123929,119906,1,118832,1,1,128917,1,50265,,,
4499,1,46973,2458,0,37,119953,3000,305094,1,284889,129069,1,121395,2815,119192,1,282659,282009,1,119623,1,2,127670,1,55111,,,
4500,1,26642,4963,0,35,119510,1000,130937,1,122737,128299,1,120952,5320,118431,1,312460,119857,1,118832,1,1,126909,1,34780,,,
4501,1,4852,13846,0,35,121520,33000,130697,1,124748,128299,1,122962,14203,122048,1,313312,121868,1,118832,1,1,130526,1,12990,,,
4502,1,38792,81762,0,40,119325,2000,130752,1,122552,127902,2,120767,82119,118854,1,132005,119672,1,118773,1,1,127332,1,46930,,,
4503,1,28588,52459,0,47,118819,1000,305094,1,122047,128177,2,120261,52816,118627,1,120428,119167,1,119426,1,1,127105,2,36726,,,
4504,1,41861,59365,0,48,119657,1000,303218,1,122885,128326,1,121099,59722,118391,1,148985,120005,1,118832,1,1,126869,1,49999,,,
4505,1,18291,5103,0,43,123939,6000,130697,1,127168,128299,1,125381,5460,118466,1,301915,124288,1,118832,1,1,126944,1,26429,,,
4506,1,81250,2612,0,31,118779,1000,303218,1,122006,128299,1,120221,2969,123543,1,119777,119126,1,118832,1,1,132021,1,89388,,,
4507,1,36787,16991,0,45,118779,1000,303218,1,122006,128299,1,120221,17348,125013,2,119777,119126,1,118832,1,1,133491,1,44925,,,
4508,1,35923,25260,0,35,119558,1000,320873,1,122786,128177,1,121000,25617,118391,1,281314,119906,1,118758,1,1,126869,1,44061,,,
4509,1,2936,2243,0,36,126983,13000,130803,1,130211,127961,1,128425,2600,118572,1,127982,127331,1,118832,1,1,127050,2,11074,,,
4510,1,76308,7615,0,47,120528,1000,315517,1,124106,138341,1,121970,7972,120864,1,121648,121226,1,119703,1,1,129342,1,84446,,,
4511,1,80467,14833,0,46,123918,3000,132817,1,127146,128326,1,125360,15190,118391,1,124978,124266,1,118832,1,1,126869,1,88605,,,
4512,1,41452,23683,0,47,118751,8000,32020,1,121980,127910,1,120193,24040,117991,1,138211,119100,1,118781,1,1,126469,1,49590,,,
4513,1,38110,8735,0,36,119650,1000,315517,1,123227,140863,1,121092,9092,119966,1,121648,120347,1,122606,1,1,128444,1,46248,,,
4514,1,36054,7426,0,30,120196,1000,143051,1,123773,138384,1,121638,7783,118888,1,156049,120893,1,119703,1,1,127366,2,44192,,,
4515,1,26230,1290,1,38,121863,1000,130697,1,125091,127902,1,123305,1647,118578,1,122862,122211,1,118773,1,1,127056,1,34368,,,
4516,1,27622,7435,0,42,120064,16000,315517,1,123643,138223,1,121506,7792,120066,3,121648,120763,1,119703,1,1,128544,1,35760,,,
4517,1,77832,85512,0,38,123766,1000,143819,1,127344,138298,1,125208,85869,123614,1,154015,124464,1,119703,1,1,132092,1,85970,,,
4518,1,77325,3436,0,41,132223,1000,144382,2,135801,138572,1,133665,3793,119923,1,157033,132921,1,120315,1,1,128401,1,85463,,,
4519,1,21298,27526,0,51,119441,2000,32020,1,122669,127939,1,120883,27883,118012,1,127130,119789,1,118800,1,2,126490,1,29436,,,
4520,1,28803,18704,0,46,119193,21000,303218,1,122422,128385,1,120635,19061,128894,1,119777,119542,1,118832,1,1,137372,1,36941,,,
4521,1,76388,3563,0,44,120838,1000,143693,1,124415,138223,1,122280,3920,120465,2,124066,121535,1,119703,1,2,128943,1,84526,,,
4522,1,17357,6064,0,48,119203,1000,130630,1,311125,128445,1,120645,6421,120388,1,308275,308245,1,118832,1,1,128866,1,25495,,,
4523,1,41954,133454,0,35,120010,7000,130773,1,123238,128212,1,121452,133811,119207,1,138990,120358,1,119083,1,1,127685,1,50092,,,
4524,0,46528,133819,1,41,119325,1000,130752,1,122552,129090,1,120767,134176,118606,1,132005,119672,1,119933,1,1,127084,1,54666,,,
4525,1,37901,17011,0,40,120064,1000,315517,1,123643,138298,1,121506,17368,119323,1,122190,120763,1,119703,1,1,127801,2,46039,,,
4526,1,37374,5734,0,44,120528,1000,315517,1,124106,138384,1,121970,6091,118834,1,130256,121226,1,119703,1,1,127312,1,45512,,,
4527,1,32568,58756,0,38,120061,3000,142803,1,123640,138384,1,121503,59113,120096,1,172107,120760,1,119703,1,1,128574,1,40706,,,
4528,1,35004,3138,0,38,119665,1000,130723,1,122893,128299,1,121107,3495,120383,1,257120,120013,1,118832,1,1,128861,1,43142,,,
4529,1,27954,3886,0,47,119193,5000,303218,2,122422,128051,1,120635,4243,123009,1,119777,119542,1,118832,1,1,131487,1,36092,,,
4530,1,44927,50824,0,41,120835,1000,130504,2,124063,128445,1,122277,51181,120032,1,170236,121183,1,118832,1,1,128510,1,53065,,,
4531,1,16352,8818,0,42,121067,1000,44391,1,124645,138083,1,122509,9175,118062,1,123198,121765,1,119826,1,2,126540,1,24490,,,
4532,1,79577,20836,0,44,119193,1000,303218,1,122422,129062,1,120635,21193,124282,1,119777,119542,1,119933,1,1,132760,1,87715,,,
4533,1,40878,15502,0,36,127556,19000,305094,1,130785,128256,1,128998,15859,118694,1,195515,127905,1,119127,1,1,127172,1,49016,,,
4534,1,17523,17687,0,52,118779,1000,303218,1,122006,129090,1,120221,18044,118585,1,119777,119126,1,119933,2,1,127063,1,25661,,,
4535,1,24496,225275,0,51,119707,2000,130723,1,122935,130342,1,121149,225632,119147,1,313107,120055,1,121213,1,1,127625,1,32634,,,
4536,1,81327,1567,0,38,120634,1000,142996,1,124212,138298,1,122076,1924,120126,1,315183,121332,1,119703,1,1,128604,1,89465,,,
4537,1,39808,15764,0,44,119193,1000,303218,1,122422,128051,1,120635,16121,119813,1,119777,119542,1,118832,1,1,128291,1,47946,,,
4538,1,38792,6302,0,35,118779,1000,303218,2,122006,128212,1,120221,6659,120622,1,136030,119126,1,119083,1,1,129100,1,46930,,,
4539,1,47684,4060,0,35,120064,1000,315517,1,123643,138444,1,121506,4417,119206,1,121648,120763,1,119703,1,1,127684,1,55822,,,
4540,1,77783,2130,0,44,120065,1000,131483,1,123293,127953,1,121507,2487,117949,1,188079,120413,1,5981,1,1,126427,1,85921,,,
4541,1,79314,16772,0,35,120064,2000,315517,1,123643,138298,1,121506,17129,118925,2,121648,120763,1,119703,1,1,127403,1,87452,,,
4542,1,75130,52454,0,42,120141,1000,142996,1,123718,137960,1,121583,52811,118933,1,303786,120838,1,119703,1,1,127411,1,83268,,,
4543,1,30313,55232,0,37,119788,4000,295086,1,123365,146917,1,121230,55589,118184,1,121785,120485,2,128660,1,1,126662,1,38451,,,
4544,1,35923,7019,1,38,122467,1000,16972,1,125695,128326,1,123909,7376,119004,1,129467,122815,1,118832,1,1,127482,1,44061,,,
4545,1,34030,3273,0,43,119650,4000,315517,1,123227,138325,1,121092,3630,130114,1,244725,120347,1,119703,1,1,138592,1,42168,,,
4546,1,81627,15417,0,45,121520,1000,130697,1,124748,127932,1,122962,15774,117949,1,306928,121868,1,118803,1,1,126427,2,89765,,,
4547,1,26571,13819,0,43,119203,8000,130630,2,311125,128342,1,120645,14176,123196,1,296356,308245,1,118832,1,1,131674,1,34709,,,
4548,1,2022,16579,0,38,119657,4000,303218,2,122885,128326,1,121099,16936,120389,1,148985,120005,1,118832,1,1,128867,1,10160,,,
4549,1,42234,25341,0,39,118771,1000,32020,1,122000,128006,1,120213,25698,117991,1,119768,119120,1,118877,1,1,126469,1,50372,,,
4550,1,7719,81762,0,37,119325,7000,130752,1,122552,127902,1,120767,82119,118854,1,132005,119672,1,118773,1,1,127332,1,15857,,,
4551,1,3018,85512,0,33,120064,2000,315517,1,123643,138298,1,121506,85869,120552,1,121648,120763,1,119703,1,1,129030,2,11156,,,
4552,1,46769,1368,0,40,119193,4000,303218,1,122422,128051,1,120635,1725,120167,1,119777,119542,1,118832,1,1,128645,1,54907,,,
4553,1,80091,4388,0,48,119657,11000,303218,2,122885,128342,1,121099,4745,118585,1,167586,120005,1,118832,1,1,127063,1,88229,,,
4554,1,32938,46554,0,40,120196,1000,32092,1,123424,41009,1,121638,46911,117991,1,121327,120544,1,119056,1,1,126469,1,41076,,,
4555,1,74814,70682,0,37,119650,6000,320873,1,122878,128462,1,121092,71039,118475,1,281314,119998,1,119186,1,1,126953,1,82952,,,
4556,1,35151,6788,0,43,127431,2000,31323,1,131009,137967,1,128873,7145,6867,1,260377,128129,1,119703,1,1,15345,1,43289,,,
4557,1,39549,5578,0,34,120064,1000,315517,1,123643,138298,1,121506,5935,118656,1,121648,120763,1,119703,1,3,127134,1,47687,,,
4558,1,20911,19177,0,46,119715,1000,142485,1,185053,137928,1,121157,19534,119711,1,123167,182173,1,119671,1,1,128189,1,29049,,,
4559,1,82897,17262,0,46,139763,3000,145116,1,143341,138298,1,141205,17619,19914,1,191530,140461,1,119703,1,1,28392,1,91035,,,
4560,1,75309,52825,0,50,121662,2000,130723,1,124890,129134,1,123104,53182,123078,1,307721,122010,1,120005,1,1,131556,1,83447,,,
4561,1,78658,95935,0,41,118751,1000,32020,1,121980,127983,1,120193,96292,117949,1,119750,119100,1,118854,1,1,126427,1,86796,,,
4562,1,24965,8144,0,42,119193,1000,303218,1,122422,128326,1,120635,8501,118391,1,119777,119542,1,118832,2,1,126869,1,33103,,,
4563,0,31093,22908,0,42,119642,1000,44319,1,123221,138218,1,121084,23265,118150,2,121639,120341,1,119961,1,1,126628,1,39231,,,
4564,1,16715,46650,0,41,119953,35000,305094,1,284889,129280,1,121395,47007,118694,1,132784,282009,1,120151,1,1,127172,1,24853,,,
4565,1,27670,3563,0,37,124592,1000,143693,1,128171,138223,1,126034,3920,120465,1,126591,125291,1,119703,1,1,128943,1,35808,,,
4566,1,39713,3710,0,38,122467,1000,16972,1,125695,128412,1,123909,4067,126300,1,209580,122815,1,118832,1,1,134778,1,47851,,,
4567,1,2280,74985,0,47,119357,1000,130186,1,122469,127961,1,120799,75342,118862,1,131468,119589,1,118832,1,1,127340,1,10418,,,
4568,1,2528,1559,0,41,119967,5000,131394,1,123194,128224,1,121409,1916,123244,1,125045,120314,1,118832,1,1,131722,1,10666,,,
4569,1,20517,32279,0,41,119650,2000,315517,1,123227,138325,1,121092,32636,122121,1,121648,120347,1,119703,1,1,130599,1,28655,,,
4570,1,76833,118637,0,34,118779,1000,303218,1,122006,128342,1,120221,118994,119213,1,119777,119126,1,118832,1,1,127691,1,84971,,,
4571,1,21363,5204,0,36,119785,1000,130723,1,123013,128887,2,121227,5561,124727,1,311162,120133,1,119758,1,1,133205,1,29501,,,
4572,1,82797,19679,0,34,119650,2000,315517,1,123227,138411,1,121092,20036,118623,1,121648,120347,1,119703,1,1,127101,1,90935,,,
4573,1,31056,3688,0,43,125896,1000,143022,1,129474,139089,1,127338,4045,123267,1,303878,126594,1,120804,1,1,131745,1,39194,,,
4574,1,22291,93340,0,40,119630,1000,142485,1,123207,137925,1,121072,93697,118026,1,121655,120327,1,119668,1,1,126504,2,30429,,,
4575,1,47101,16867,0,44,122516,1000,143558,1,126095,138325,1,123958,17224,119972,1,122701,123215,1,119703,1,1,128450,1,55239,,,
4576,1,34146,5256,0,33,133565,37000,282787,1,136793,128290,1,135007,5613,118124,1,136760,133913,1,119161,1,1,126602,1,42284,,,
4577,1,42055,4083,0,47,119650,1000,315517,1,123227,137960,1,121092,4440,118494,1,121648,120347,1,119703,1,1,126972,1,50193,,,
4578,1,43944,11848,0,45,118844,2000,130186,1,183832,127975,1,120286,12205,118317,1,120118,180952,1,118846,1,1,126795,1,52082,,,
4579,1,22291,584,0,34,119630,2000,142485,1,123207,137925,1,121072,941,118026,1,121655,120327,1,119668,1,1,126504,3,30429,,,
4580,1,313080,16940,0,51,119193,2000,303218,1,122422,127961,1,120635,17297,118572,1,120319,119542,1,118832,1,1,127050,1,321218,,,
4581,1,28028,5522,0,42,118779,1000,303218,1,122006,128299,1,120221,5879,118585,1,119777,119126,1,118832,1,1,127063,1,36166,,,
4582,1,36024,6491,0,42,119650,2000,315517,1,123227,138341,1,121092,6848,118998,1,121648,120347,1,119703,1,1,127476,1,44162,,,
4583,1,28123,8026,0,36,119193,2000,303218,1,122422,128177,1,120635,8383,118391,1,119777,119542,1,118758,1,1,126869,1,36261,,,
4584,1,17699,55664,0,55,129837,4000,143782,1,133415,138074,1,131279,56021,132010,1,166902,130535,1,119722,1,1,140488,1,25837,,,
4585,1,5672,14816,1,40,129102,3000,16972,1,132331,128385,1,130544,15173,118817,1,304701,129451,1,118832,1,1,127295,1,13810,,,
4586,1,44004,13901,0,37,121593,3000,143236,1,125171,138444,1,123035,14258,124000,1,248586,122291,1,119703,1,1,132478,1,52142,,,
4587,1,76077,25007,1,45,119103,1000,261917,1,277409,128025,1,120545,25364,118098,1,309351,274529,1,92132,1,1,126576,1,84215,,,
4588,1,75211,3907,0,38,119193,1000,303218,1,122422,128385,2,120635,4264,121739,1,119777,119542,1,118832,1,1,130217,2,83349,,,
4589,1,81090,23376,0,43,120064,22000,315517,1,123643,138298,1,121506,23733,118925,1,122148,120763,1,119703,1,1,127403,1,89228,,,
4590,1,39637,13170,0,43,119630,1000,142485,1,123207,138105,1,121072,13527,118026,2,121655,120327,1,119848,1,1,126504,2,47775,,,
4591,1,36277,28608,0,42,119657,1000,303218,1,122885,128326,1,121099,28965,120756,1,242854,120005,1,118832,1,1,129234,1,44415,,,
4592,1,21744,9401,0,42,119441,1000,32020,1,122669,127918,1,120883,9758,117991,1,148503,119789,1,118789,1,1,126469,1,29882,,,
4593,1,32201,7557,0,47,118779,1000,303218,1,122006,128342,1,120221,7914,120058,1,119777,119126,1,118832,1,1,128536,1,40339,,,
4594,1,72935,6101,0,48,119657,1000,303218,1,122885,127961,1,121099,6458,122295,1,119777,120005,1,118832,1,1,130773,1,81073,,,
4595,1,22743,310683,1,43,120312,2000,44319,1,123890,137917,1,121754,311040,118625,1,285477,121010,1,119660,2,1,127103,1,30881,,,
4596,1,81541,13913,0,40,119650,2000,315517,1,123227,138384,1,121092,14270,118546,1,121648,120347,1,119703,1,1,127024,1,89679,,,
4597,1,5067,807,0,36,120491,1000,143051,1,124069,138298,1,121933,1164,119323,1,133876,121189,1,119703,1,1,127801,1,13205,,,
4598,1,80298,55685,0,42,119953,2000,305094,1,284889,128040,1,121395,56042,118016,1,132784,282009,1,118773,2,1,126494,1,88436,,,
4599,1,79293,5779,0,28,120429,244000,333172,1,124007,138325,1,121871,6136,120701,1,283185,121127,1,119703,1,1,129179,1,87431,,,
4600,0,91179,46563,0,38,120141,4000,142996,2,123718,138298,1,121583,46920,120126,1,273148,120838,1,119703,1,1,128604,1,99317,,,
4601,1,76231,28293,0,35,119150,1000,303218,1,122379,128462,1,120592,28650,123160,1,130667,119499,1,119186,1,1,131638,1,84369,,,
4602,1,76077,60808,0,34,119396,1000,130630,1,122624,128051,1,120838,61165,118938,1,313493,119744,1,118832,2,1,127416,1,84215,,,
4603,1,33269,5016,0,41,120800,1000,130630,1,124029,128342,1,122242,5373,119669,3,312479,121149,2,118832,1,1,128147,1,41407,,,
4604,1,27991,52773,0,37,122533,1000,143022,1,126111,139595,1,123975,53130,119053,1,175486,123231,1,121338,1,1,127531,1,36129,,,
4605,1,6501,8610,0,41,118779,9000,303218,1,122006,129090,1,120221,8967,118585,1,119777,119126,1,119933,1,1,127063,1,14639,,,
4606,1,15936,5757,0,37,127981,1000,130966,1,131209,128445,1,129423,6114,118755,1,134027,128329,1,118832,1,1,127233,1,24074,,,
4607,1,5674,1501,0,39,125759,2000,130942,1,128987,127961,1,127201,1858,118911,1,145113,126107,1,118832,1,1,127389,1,13812,,,
